display_id,loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status,loan_duration_months,risk_category,outlier_flag
1884,1884,2242,Personal,1478220.67,12.45,2018-10-23,2029-10-23,Closed,132,High,0
1885,1885,2055,Home,3264339.29,8.83,2022-11-07,2036-11-07,Closed,168,High,0
1886,1886,4093,Home,2370096.01,12.39,2020-02-11,2027-02-11,Closed,84,High,0
1887,1887,2304,Personal,3199054.16,12.98,2024-05-23,2037-05-23,Default,156,High,0
1888,1888,577,Car,830451.89,13.02,2023-08-12,2027-08-12,Default,48,High,0
1889,1889,831,Education,3512376.99,9.82,2022-11-26,2026-11-26,Closed,48,High,0
1890,1890,1492,Personal,713643.11,8.82,2024-11-26,2032-11-26,Active,96,High,0
1891,1891,1997,Home,2273719.68,5.30,2022-04-06,2031-04-06,Active,108,High,0
1892,1892,2129,Home,4379554.15,12.34,2018-03-06,2024-03-06,Active,72,High,0
1893,1893,2707,Personal,3822151.44,8.36,2014-08-03,2034-08-03,Active,240,High,0
1894,1894,3854,Car,885641.10,7.11,2020-08-21,2039-08-21,Default,228,High,0
1895,1895,3676,Home,3614710.08,6.42,2016-02-22,2024-02-22,Active,96,High,0
1896,1896,1546,Education,692990.12,5.81,2021-04-25,2033-04-25,Closed,144,High,0
1897,1897,1222,Car,2905109.90,8.06,2021-03-15,2036-03-15,Closed,180,High,0
1898,1898,789,Education,2937049.02,12.17,2015-10-19,2026-10-19,Active,132,High,0
1899,1899,1826,Education,3569684.53,12.46,2016-04-08,2030-04-08,Active,168,High,0
1900,1900,3855,Education,4141122.43,7.71,2022-06-18,2027-06-18,Active,60,High,0
1901,1901,2953,Car,91041.00,5.92,2017-05-12,2033-05-12,Closed,192,Low,0
1902,1902,4136,Education,4177117.34,9.98,2021-11-13,2038-11-13,Default,204,High,0
1903,1903,2567,Education,1648068.72,5.05,2024-07-06,2043-07-06,Default,228,High,0
1904,1904,220,Car,3931622.50,10.15,2016-03-31,2018-03-31,Active,24,High,0
1905,1905,2898,Car,1281525.34,9.30,2009-11-08,2018-11-08,Closed,108,High,0
1906,1906,1380,Education,1619869.38,12.04,2012-01-21,2031-01-21,Active,228,High,0
1907,1907,4111,Home,3190814.42,5.51,2015-06-12,2024-06-12,Closed,108,High,0
1908,1908,808,Education,1173482.85,11.89,2018-11-09,2032-11-09,Default,168,High,0
1909,1909,1113,Personal,812311.78,8.12,2017-09-19,2033-09-19,Active,192,High,0
1910,1910,3549,Home,1652190.97,12.23,2011-11-25,2030-11-25,Active,228,High,0
1911,1911,3744,Education,3403449.43,7.18,2019-03-09,2021-03-09,Default,24,High,0
1912,1912,596,Personal,690713.13,10.46,2014-08-29,2017-08-29,Active,36,High,0
1913,1913,3945,Personal,4348689.91,5.04,2008-12-08,2019-12-08,Default,132,High,0
1914,1914,1324,Personal,3225720.67,10.57,2012-11-23,2013-11-23,Closed,12,High,0
1915,1915,266,Education,2416627.80,7.02,2023-07-22,2043-07-22,Default,240,High,0
1916,1916,3232,Car,3968958.23,12.63,2024-01-08,2040-01-08,Closed,192,High,0
1917,1917,1059,Personal,4042951.35,9.38,2021-02-20,2039-02-20,Closed,216,High,0
1918,1918,4833,Education,1725885.92,6.29,2024-09-27,2027-09-27,Default,36,High,0
1919,1919,4124,Car,774629.37,12.31,2024-07-17,2041-07-17,Default,204,High,0
1920,1920,1243,Education,3353225.81,11.63,2008-01-24,2028-01-24,Default,240,High,0
1921,1921,4535,Personal,700084.76,10.28,2020-07-25,2038-07-25,Active,216,High,0
1922,1922,4894,Car,2979344.86,11.81,2012-07-07,2029-07-07,Default,204,High,0
1923,1923,977,Education,2003425.35,10.46,2023-01-29,2026-01-29,Default,36,High,0
1924,1924,392,Home,1327374.48,10.12,2023-12-28,2039-12-28,Active,192,High,0
1925,1925,3224,Home,3856252.78,10.13,2012-06-29,2019-06-29,Active,84,High,0
1926,1926,526,Home,3536869.24,11.54,2024-12-02,2030-12-02,Active,72,High,0
1927,1927,4611,Car,4945591.37,10.17,2023-12-13,2026-12-13,Closed,36,High,0
1928,1928,1686,Car,1508641.43,8.72,2014-01-25,2026-01-25,Default,144,High,0
1929,1929,4979,Home,197195.17,11.66,2016-09-05,2025-09-05,Active,108,Medium,0
1930,1930,4249,Home,1007495.02,12.63,2023-12-11,2036-12-11,Default,156,High,0
1931,1931,2272,Car,357552.90,8.11,2017-11-20,2028-11-20,Active,132,Medium,0
1932,1932,1404,Education,4589183.73,12.87,2022-03-05,2039-03-05,Default,204,High,0
1933,1933,4396,Home,3975115.72,9.48,2018-08-18,2035-08-18,Default,204,High,0
1934,1934,3408,Home,2062071.79,12.66,2017-08-21,2031-08-21,Active,168,High,0
1935,1935,1711,Education,3976144.94,8.21,2016-06-01,2017-06-01,Active,12,High,0
1936,1936,3393,Personal,3616431.28,6.42,2023-08-28,2027-08-28,Closed,48,High,0
1937,1937,2493,Education,3294282.76,5.73,2024-08-09,2041-08-09,Closed,204,High,0
1938,1938,4551,Car,1470260.62,8.50,2020-07-01,2023-07-01,Default,36,High,0
1939,1939,3118,Personal,2332506.39,10.98,2016-03-15,2030-03-15,Default,168,High,0
1940,1940,2418,Education,2657376.97,6.04,2016-11-05,2036-11-05,Closed,240,High,0
1941,1941,4986,Personal,1789581.39,12.61,2013-08-30,2032-08-30,Active,228,High,0
1942,1942,3150,Personal,418734.47,7.51,2024-10-08,2029-10-08,Default,60,Medium,0
1943,1943,4096,Education,637903.28,12.50,2024-03-12,2028-03-12,Active,48,High,0
1944,1944,253,Education,2152866.02,11.15,2015-07-08,2022-07-08,Default,84,High,0
1945,1945,4841,Home,4150461.26,8.37,2019-06-21,2026-06-21,Active,84,High,0
1946,1946,4918,Education,1745329.10,7.82,2016-09-24,2033-09-24,Active,204,High,0
1947,1947,625,Education,1702492.02,8.54,2024-08-06,2028-08-06,Active,48,High,0
1948,1948,4629,Car,4404390.26,5.77,2022-03-09,2032-03-09,Closed,120,High,0
1949,1949,4066,Personal,2864698.22,12.74,2022-11-17,2040-11-17,Default,216,High,0
1950,1950,2750,Home,584082.41,13.94,2017-06-12,2034-06-12,Closed,204,High,0
1951,1951,2381,Education,1845026.56,5.98,2015-11-26,2017-11-26,Active,24,High,0
1952,1952,518,Personal,2486792.77,12.48,2018-05-30,2026-05-30,Default,96,High,0
1953,1953,242,Personal,4185124.74,6.96,2017-04-08,2024-04-08,Closed,84,High,0
1954,1954,3289,Home,1206187.58,9.37,2022-12-20,2038-12-20,Active,192,High,0
1955,1955,2247,Personal,115796.24,13.43,2016-12-18,2017-12-18,Default,12,Medium,0
1956,1956,1613,Home,746889.46,12.67,2022-04-10,2030-04-10,Closed,96,High,0
1957,1957,522,Education,2845750.32,5.17,2022-01-16,2025-01-16,Active,36,High,0
1958,1958,480,Home,3458746.59,13.03,2018-08-30,2026-08-30,Default,96,High,0
1959,1959,1927,Personal,4071225.75,13.03,2024-09-07,2042-09-07,Active,216,High,0
1960,1960,2220,Education,309361.59,8.04,2011-06-14,2027-06-14,Active,192,Medium,0
1961,1961,3344,Education,1998149.36,7.92,2013-11-09,2032-11-09,Active,228,High,0
1962,1962,2466,Education,4365527.53,5.48,2011-09-11,2028-09-11,Active,204,High,0
1963,1963,1592,Education,1510583.32,6.28,2024-09-30,2034-09-30,Default,120,High,0
1964,1964,2524,Personal,3005993.09,12.49,2019-09-04,2030-09-04,Active,132,High,0
1965,1965,794,Home,418429.45,12.74,2018-05-05,2034-05-05,Active,192,Medium,0
1966,1966,2711,Home,3582051.32,8.90,2024-02-23,2038-02-23,Active,168,High,0
1967,1967,682,Home,4330056.11,5.48,2012-07-13,2025-07-13,Closed,156,High,0
1968,1968,3566,Home,4243851.71,6.23,2021-11-03,2030-11-03,Default,108,High,0
1969,1969,1480,Personal,3538843.25,5.49,2016-03-29,2027-03-29,Active,132,High,0
1970,1970,1964,Home,3388487.78,8.15,2010-09-04,2022-09-04,Default,144,High,0
1971,1971,1247,Personal,1776414.11,13.94,2023-01-11,2036-01-11,Default,156,High,0
1972,1972,4850,Education,3458439.92,12.43,2023-10-05,2035-10-05,Default,144,High,0
1973,1973,4814,Home,2631062.84,12.21,2024-05-04,2026-05-04,Active,24,High,0
1974,1974,266,Home,3544804.93,6.32,2023-11-27,2028-11-27,Closed,60,High,0
1975,1975,2307,Home,3834840.40,6.82,2018-10-21,2020-10-21,Default,24,High,0
1976,1976,4085,Home,3063310.24,12.74,2018-08-02,2034-08-02,Closed,192,High,0
1977,1977,3251,Home,1264778.30,13.28,2021-11-08,2022-11-08,Active,12,High,0
1978,1978,1808,Car,4604892.58,11.02,2021-12-28,2039-12-28,Active,216,High,0
1979,1979,2931,Personal,3375242.97,6.18,2021-09-26,2027-09-26,Active,72,High,0
1980,1980,4364,Home,3478478.07,13.48,2020-05-14,2025-05-14,Active,60,High,0
1981,1981,3605,Car,996693.34,5.51,2024-03-12,2041-03-12,Active,204,High,0
1982,1982,1220,Car,3880499.02,8.22,2020-02-11,2035-02-11,Active,180,High,0
1983,1983,2558,Car,2504143.37,11.91,2017-02-01,2028-02-01,Default,132,High,0
1984,1984,3644,Home,2749272.37,12.39,2019-04-27,2024-04-27,Closed,60,High,0
1985,1985,2564,Home,2955221.08,6.88,2017-07-11,2037-07-11,Closed,240,High,0
1986,1986,3233,Personal,73676.03,11.27,2024-03-14,2030-03-14,Closed,72,Low,0
1987,1987,4961,Personal,982070.89,8.57,2024-03-10,2039-03-10,Active,180,High,0
1988,1988,1574,Personal,731347.65,10.13,2017-03-17,2020-03-17,Active,36,High,0
1989,1989,4327,Car,207108.99,6.31,2019-03-19,2039-03-19,Default,240,Medium,0
1990,1990,655,Education,2074164.26,11.91,2023-04-10,2036-04-10,Active,156,High,0
1991,1991,4060,Car,534108.24,7.71,2021-12-20,2025-12-20,Active,48,High,0
1992,1992,2896,Home,3707406.72,6.29,2018-04-04,2027-04-04,Active,108,High,0
1993,1993,4116,Education,3181418.86,9.14,2015-03-08,2016-03-08,Default,12,High,0
1994,1994,4921,Personal,3761930.24,9.94,2016-01-13,2025-01-13,Closed,108,High,0
1995,1995,2793,Home,951154.97,10.15,2024-07-12,2041-07-12,Active,204,High,0
1996,1996,3144,Home,3947360.77,10.83,2018-08-18,2020-08-18,Default,24,High,0
1997,1997,301,Home,4155452.83,9.69,2023-05-08,2039-05-08,Closed,192,High,0
1998,1998,866,Car,1995980.40,12.13,2020-12-03,2035-12-03,Closed,180,High,0
1999,1999,270,Car,2357829.71,11.79,2016-05-10,2022-05-10,Closed,72,High,0
2000,2000,1733,Education,4107338.44,13.92,2023-12-27,2029-12-27,Default,72,High,0
2001,2001,542,Car,250000.00,10.00,2025-06-24,2030-05-24,Active,59,Medium,0
2002,2002,546,Home,2225650.23,9.00,2025-07-25,2030-06-25,Active,59,High,0
2003,2003,1576,Home,3052000.00,9.00,2025-08-26,2030-07-26,Active,59,High,0
2004,2004,1475,Personal,100000.00,11.20,2025-10-27,2030-08-27,Active,58,Low,0
2005,2005,2563,Education,3000000.00,11.00,2025-09-28,2030-09-28,Active,60,High,0
2006,2006,4512,NA,441000.00,0.00,2025-09-29,2025-09-29,NA,0,Medium,0
